batch_size,seqlen,gemv_time
128,128,0.07888866907145003
128,256,0.1180276462613
128,384,0.15716662345115
128,512,0.196305600641
128,640,0.23544457783084996
128,768,0.2745835550207
128,896,0.31189622243009996
128,1024,0.3492088898395
128,1152,0.38572541738535
128,1280,0.4222419449312
128,1408,0.45875847247705
128,1536,0.4952750000229
128,1664,0.53079715334535
128,1792,0.5663193066678001
128,1920,0.60184145999025
128,2048,0.6373636133127001
128,2176,0.6752213375086501
128,2304,0.7130790617046
128,2432,0.75093678590055
128,2560,0.7887945100964999
128,2688,0.82665223429245
128,2816,0.8645099584884001
128,2944,0.9023676826843501
128,3072,0.9402254068803
128,3200,0.9780831310762499
128,3328,1.0159408552722
128,3456,1.05379857946815
128,3584,1.0916563036641
128,3712,1.12951402786005
128,3840,1.1673717520559999
128,3968,1.2052294762519502
256,128,0.13329914139364996
256,256,0.20935385164939999
256,384,0.28540856190515
256,512,0.3614632721609
256,640,0.43751798241664996
256,768,0.5135726926724
256,896,0.5889030124309
256,1024,0.6642333321894
256,1152,0.738840179888075
256,1280,0.81344702758675
256,1408,0.8880538752854249
256,1536,0.9626607229841001
256,1664,1.035056342756375
256,1792,1.10745196252865
256,1920,1.1798475823009251
256,2048,1.2522432020732002
256,2176,1.3275872549048189
256,2304,1.4029313077364376
256,2432,1.4782753605680563
256,2560,1.553619413399675
256,2688,1.6289634662312937
256,2816,1.7043075190629124
256,2944,1.7796515718945312
256,3072,1.85499562472615
256,3200,1.9303396775577686
256,3328,2.005683730389387
256,3456,2.0810277832210065
256,3584,2.156371836052625
256,3712,2.2317158888842434
256,3840,2.3070599417158624
256,3968,2.3824039945474813
384,128,0.17060054440529995
384,256,0.2884119857858499
384,384,0.40622342716640003
384,512,0.52403486854695
384,640,0.6418463099275
384,768,0.75965775130805
384,896,0.878095581440525
384,1024,0.996533411573
384,1152,1.10818720620605
384,1280,1.2198410008391003
384,1408,1.33149479547215
384,1536,1.4431485901052
384,1664,1.5503264809895123
384,1792,1.657504371873825
384,1920,1.7646822627581376
384,2048,1.8718601536424497
384,2176,1.9848402389939594
384,2304,2.0978203243454687
384,2432,2.2108004096969784
384,2560,2.3237804950484877
384,2688,2.436760580399997
384,2816,2.549740665751506
384,2944,2.6627207511030155
384,3072,2.775700836454525
384,3200,2.888680921806034
384,3328,3.001661007157544
384,3456,3.114641092509053
384,3584,3.2276211778605624
384,3712,3.340601263212071
384,3840,3.4535813485635813
384,3968,3.5665614339150906
512,128,0.20790194741694992
512,256,0.3674701199222999
512,384,0.52703829242765
512,512,0.6866064649329999
512,640,0.8461746374383501
512,768,1.0057428099437
512,896,1.16728815045015
512,1024,1.3288334909566
512,1152,1.4775342325240253
512,1280,1.6262349740914501
512,1408,1.7749357156588752
512,1536,1.9236364572263
512,1664,2.06559661922265
512,1792,2.207556781219
512,1920,2.3495169432153498
512,2048,2.4914771052117
512,2176,2.6420932230830996
512,2304,2.7927093409545
512,2432,2.9433254588259
512,2560,3.0939415766972997
512,2688,3.2445576945687
512,2816,3.3951738124401
512,2944,3.5457899303115004
512,3072,3.6964060481828995
512,3200,3.8470221660543
512,3328,3.9976382839257
512,3456,4.1482544017971
512,3584,4.2988705196685
512,3712,4.4494866375399
512,3840,4.6001027554113
512,3968,4.7507188732827
640,128,0.23946941856442483
640,256,0.4434034308282499
640,384,0.647337443092075
640,512,0.8512714553558999
640,640,1.0552054676197251
640,768,1.25913947988355
640,896,1.464116112788475
640,1024,1.6690927456934
640,1152,1.8546868918591126
640,1280,2.0402810380248253
640,1408,2.2258751841905373
640,1536,2.41146933035625
640,1664,2.5865302924011497
640,1792,2.76159125444605
640,1920,2.9366522164909497
640,2048,3.1117131785358496
640,2176,3.299782301301753
640,2304,3.487851424067656
640,2432,3.6759205468335594
640,2560,3.863989669599462
640,2688,4.052058792365365
640,2816,4.240127915131268
640,2944,4.428197037897172
640,3072,4.616266160663074
640,3200,4.804335283428978
640,3328,4.992404406194881
640,3456,5.180473528960785
640,3584,5.3685426517266865
640,3712,5.556611774492591
640,3840,5.744680897258493
640,3968,5.932750020024398
768,128,0.27103688971189976
768,256,0.5193367417341999
768,384,0.7676365937565
768,512,1.0159364457788
768,640,1.2642362978011
768,768,1.5125361498234
768,896,1.7609440751268002
768,1024,2.0093520004302
768,1152,2.2318395511942
768,1280,2.4543271019582
768,1408,2.6768146527222
768,1536,2.8993022034862
768,1664,3.10746396557965
768,1792,3.3156257276731
768,1920,3.52378748976655
768,2048,3.7319492518599997
768,2176,3.957471379520406
768,2304,4.182993507180813
768,2432,4.408515634841218
768,2560,4.634037762501625
768,2688,4.859559890162031
768,2816,5.085082017822438
768,2944,5.310604145482844
768,3072,5.53612627314325
768,3200,5.761648400803656
768,3328,5.987170528464063
768,3456,6.212692656124469
768,3584,6.438214783784875
768,3712,6.663736911445281
768,3840,6.889259039105688
768,3968,7.114781166766094
896,128,0.29829748443345006
896,256,0.59221966665785
896,384,0.88614184888225
896,512,1.18006403110665
896,640,1.47398621333105
896,768,1.7679083955554498
896,896,2.0576532825970246
896,1024,2.3473981696385997
896,1152,2.6055764675426873
896,1280,2.863754765446775
896,1408,3.1219330633508626
896,1536,3.3801113612549503
896,1664,3.6235324807451756
896,1792,3.8669536002353997
896,1920,4.110374719725624
896,2048,4.3537958392158504
896,2176,4.616794923437703
896,2304,4.879794007659556
896,2432,5.142793091881409
896,2560,5.405792176103262
896,2688,5.668791260325115
896,2816,5.931790344546968
896,2944,6.194789428768821
896,3072,6.457788512990675
896,3200,6.720787597212528
896,3328,6.983786681434382
896,3456,7.2467857656562344
